feature_id,feature_label,omics_layer,original_primary_candidate_tier,evidence_tier,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,source_status,notes
microbe__collection,collection,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.14,aa.14,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
arachidonic_acid,arachidonic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__HLA-DRB5,HLA-DRB5,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.2,aa.2,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SLPI_TPM,SLPI_TPM,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.2.1.21,EC:3.2.1.21,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.2.1.51,EC:3.2.1.51,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.8.1.9,EC:1.8.1.9,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
2_furoic_acid,2_furoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
fusobacteriaceae_g_fusobacterium_asv15520,fusobacteriaceae_g_fusobacterium_asv15520,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
ruminococcaceae_g_oscillospira_asv12702,ruminococcaceae_g_oscillospira_asv12702,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.11.1.15,EC:1.11.1.15,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_1790:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Odoribacteraceae_g__Odoribacter_s__Odoribacter_splanchnicus_t__SGB1790__dup20,kSGB_1790:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus|t__SGB1790,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_5082:Species:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_eligens_t__SGB5082__dup4,kSGB_5082:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__SGB5082,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__uSGB_6276:Other:k__Bacteria_p__Firmicutes_c__CFGB1765_o__OFGB1765_f__FGB1765_g__GGB4552_s__GGB4552_SGB6276_t__SGB6276__dup2,uSGB_6276:Other:k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552|s__GGB4552_SGB6276|t__SGB6276,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_2303:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_onderdonkii_t__SGB2303__dup13,kSGB_2303:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__SGB2303,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
2_2_dimethyladipic_acid,2_2_dimethyladipic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
phenylpyruvate,phenylpyruvate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ANGPTL4,ANGPTL4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:5.99.1.3,EC:5.99.1.3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:5.4.99.12,EC:5.4.99.12,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__modified_GHAS,modified_GHAS,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SLC26A4,SLC26A4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
maltose_lactose,maltose_lactose,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridium_s_aldenense_asv09503,clostridium_s_aldenense_asv09503,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
streptococcus_s_luteciae_asv12296,streptococcus_s_luteciae_asv12296,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__C2CD4A,C2CD4A,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CXCL5,CXCL5,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.7.2.4,EC:2.7.2.4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGHV2-70,IGHV2-70,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__RHOD,RHOD,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_1948:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_johnsonii_t__SGB1948__dup3,kSGB_1948:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__SGB1948,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EPCAM_TPM,EPCAM_TPM,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.1.1.100,EC:1.1.1.100,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.3.5.4,EC:1.3.5.4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.1.1.37,EC:2.1.1.37,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.1.2.3,EC:2.1.2.3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.2.1.6,EC:2.2.1.6,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.3.1.51,EC:2.3.1.51,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.5.1.75,EC:2.5.1.75,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.7.4.14,EC:2.7.4.14,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.1.3.48,EC:3.1.3.48,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.4.11.9,EC:3.4.11.9,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.4.21.102,EC:3.4.21.102,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.5.4.10,EC:3.5.4.10,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.6.1.66,EC:3.6.1.66,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.6.3.34,EC:3.6.3.34,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:4.2.1.33,EC:4.2.1.33,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:4.2.1.35,EC:4.2.1.35,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:4.2.99.18,EC:4.2.99.18,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:5.4.99.23,EC:5.4.99.23,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:5.4.99.5,EC:5.4.99.5,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:6.3.5.6,EC:6.3.5.6,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:6.3.5.7,EC:6.3.5.7,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__uSGB_4303:Other:k__Bacteria_p__Firmicutes_c__CFGB1340_o__OFGB1340_f__FGB1340_g__GGB3256_s__GGB3256_SGB4303_t__SGB4303__dup3,uSGB_4303:Other:k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256|s__GGB3256_SGB4303|t__SGB4303,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__uSGB_15369:Other:k__Bacteria_p__Firmicutes_c__CFGB3068_o__OFGB3068_f__FGB3068_g__GGB9758_s__GGB9758_SGB15369_t__SGB15369,uSGB_15369:Other:k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9758|s__GGB9758_SGB15369|t__SGB15369,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
gdca,gdca,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ITGA2,ITGA2,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CCDC170,CCDC170,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_2301:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_finegoldii_t__SGB2301,kSGB_2301:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_1836:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_uniformis_t__SGB1836__dup36,kSGB_1836:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__uSGB_4327:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3277_s__GGB3277_SGB4327_t__SGB4327__dup2,uSGB_4327:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327|t__SGB4327,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGKV2D-24,IGKV2D-24,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_14496:Species:k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__Collinsella_aerofaciens_t__SGB1449__dup4,kSGB_14496:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14496,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_17244:Species:k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_adolescentis__dup3,kSGB_17244:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__AQP3,AQP3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
aminoadipate,aminoadipate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
hdca,hdca,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGHV4-31,IGHV4-31,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__MMP10,MMP10,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__C3,C3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__GABRP,GABRP,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ZNF385D,ZNF385D,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__HCAR3,HCAR3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EDNRA,EDNRA,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGKV6D-21,IGKV6D-21,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
6_carboxyhexanoate,6_carboxyhexanoate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SIGLEC14,SIGLEC14,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__COL15A1,COL15A1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__G0S2,G0S2,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGF2BP3,IGF2BP3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CSF3,CSF3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGHV3-69-1,IGHV3-69-1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
malate,malate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
